response_id,model,task,sensory_count,emotional_count,tech_count
fb0e816cf5b1,GLM-5.2,历史场景叙事,13,3,0
08e822474c92,GLM-5.2,沉浸式体验设计,7,3,12
ddf07a1af495,GLM-5.2,博物馆导览讲解,7,2,0
f96f09c0f179,GLM-5.2,历史场景叙事,8,0,0
6d8a03fea3de,GLM-5.2,沉浸式体验设计,11,0,26
186a3edbcff8,GLM-5.2,博物馆导览讲解,17,3,0
389c41a5c621,GLM-5.2,历史场景叙事,14,2,0
b5d73ef311fb,GLM-5.2,沉浸式体验设计,7,1,13
ab6f9dadbc2b,GLM-5.2,博物馆导览讲解,4,0,0
3172f7bf5a81,GLM-5.2,历史场景叙事,9,1,0
33fd6767c9ad,GLM-5.2,沉浸式体验设计,6,0,20
3c62ac348c10,GLM-5.2,博物馆导览讲解,6,0,0
6bb637b81488,GLM-5.2,历史场景叙事,10,2,0
b97f3b6d4273,GLM-5.2,沉浸式体验设计,4,1,10
73f1a8ac7689,GLM-5.2,博物馆导览讲解,6,0,0
d41eb70bbe9d,GLM-5.2,历史场景叙事,8,1,0
9422f7b06161,GLM-5.2,沉浸式体验设计,11,4,17
cd54576714d9,GLM-5.2,博物馆导览讲解,4,1,0
d4cac11c7ab6,GLM-5.2,历史场景叙事,10,2,0
6c9129e92e3a,GLM-5.2,沉浸式体验设计,6,0,16
7051c1138089,GLM-5.2,博物馆导览讲解,6,2,0
2d43ad8ad1ba,GLM-5.2,历史场景叙事,4,2,0
531c02e52c59,GLM-5.2,沉浸式体验设计,6,0,14
5c2bbcf9bcd6,Kimi-K2.7-Code,博物馆导览讲解,7,0,0
5a0cb9d909e8,Kimi-K2.7-Code,历史场景叙事,8,0,0
66f2a95e37c0,Kimi-K2.7-Code,沉浸式体验设计,16,0,19
1274e41b9c24,Kimi-K2.7-Code,博物馆导览讲解,5,0,0
3f3968a2c3a9,Kimi-K2.7-Code,历史场景叙事,7,1,0
6e16dd5e5118,Kimi-K2.7-Code,沉浸式体验设计,11,1,18
16b7518f50b6,Kimi-K2.7-Code,博物馆导览讲解,4,1,0
c7a88a3434e8,Kimi-K2.7-Code,历史场景叙事,6,1,1
4c854dd9c4a9,Kimi-K2.7-Code,沉浸式体验设计,9,2,18
3dbded89cdfc,Kimi-K2.7-Code,博物馆导览讲解,4,0,2
2d2ac0482bc3,Kimi-K2.7-Code,历史场景叙事,12,0,2
005bb33ef162,Kimi-K2.7-Code,沉浸式体验设计,6,0,9
9a2df2a5301e,Kimi-K2.7-Code,博物馆导览讲解,2,2,0
1afb997929fa,Kimi-K2.7-Code,历史场景叙事,4,1,0
669bbd6d25b5,Kimi-K2.7-Code,沉浸式体验设计,0,0,11
2a6f094fece8,Kimi-K2.7-Code,博物馆导览讲解,3,1,0
3e29b5e6fb73,Kimi-K2.7-Code,历史场景叙事,5,0,0
063b93f4e53b,Kimi-K2.7-Code,沉浸式体验设计,8,2,21
3798ae4d77e4,Kimi-K2.7-Code,博物馆导览讲解,3,1,0
9fba14485a05,Kimi-K2.7-Code,历史场景叙事,8,0,0
e2bfc47aa4fe,Kimi-K2.7-Code,沉浸式体验设计,8,1,21
bc38aad9598c,Kimi-K2.7-Code,博物馆导览讲解,2,0,0
2852f4240da7,Kimi-K2.7-Code,历史场景叙事,12,0,0
741369a15205,Kimi-K2.7-Code,沉浸式体验设计,8,1,12
943b740584e8,DeepSeek-V4-Pro,博物馆导览讲解,0,0,0
f5e66eaea9aa,DeepSeek-V4-Pro,历史场景叙事,7,1,0
4cffcb9a9e90,DeepSeek-V4-Pro,沉浸式体验设计,13,4,21
6ee0587a7be7,DeepSeek-V4-Pro,博物馆导览讲解,0,0,0
78e217891c1b,DeepSeek-V4-Pro,历史场景叙事,8,0,0
f01e2b7277cd,DeepSeek-V4-Pro,沉浸式体验设计,7,1,32
49c6ec72b12f,DeepSeek-V4-Pro,博物馆导览讲解,12,1,0
957f11790bbc,DeepSeek-V4-Pro,历史场景叙事,12,0,1
3375bd27768d,DeepSeek-V4-Pro,沉浸式体验设计,19,0,19
303fda15a14f,DeepSeek-V4-Pro,博物馆导览讲解,4,0,0
92f7aab1839b,DeepSeek-V4-Pro,历史场景叙事,5,0,1
7d2ede00f26b,DeepSeek-V4-Pro,沉浸式体验设计,10,4,22
30c2a1f09214,DeepSeek-V4-Pro,博物馆导览讲解,0,0,0
dfced14aeb60,DeepSeek-V4-Pro,历史场景叙事,6,3,0
dd8f49259db6,DeepSeek-V4-Pro,沉浸式体验设计,7,2,16
0a0eda73cfe3,DeepSeek-V4-Pro,博物馆导览讲解,8,1,0
af0ac804e342,DeepSeek-V4-Pro,历史场景叙事,9,2,0
1689fe654bde,DeepSeek-V4-Pro,沉浸式体验设计,14,3,35
99fa48194584,DeepSeek-V4-Pro,博物馆导览讲解,7,2,0
52535319d3f2,DeepSeek-V4-Pro,历史场景叙事,12,1,0
e48f2330faa3,DeepSeek-V4-Pro,沉浸式体验设计,9,2,17
3f497462e63f,DeepSeek-V4-Pro,博物馆导览讲解,9,2,0
0cf12c9d00a6,DeepSeek-V4-Pro,历史场景叙事,10,1,0
d935f88de2f0,DeepSeek-V4-Pro,沉浸式体验设计,2,0,16
092025490b2a,DeepSeek-V4-Flash,博物馆导览讲解,4,0,0
621a73545493,DeepSeek-V4-Flash,历史场景叙事,4,1,0
787d1582d47e,DeepSeek-V4-Flash,沉浸式体验设计,11,5,24
205be9335272,DeepSeek-V4-Flash,博物馆导览讲解,9,1,0
9b57f6ecfd31,DeepSeek-V4-Flash,历史场景叙事,6,0,0
311074f79428,DeepSeek-V4-Flash,沉浸式体验设计,5,1,21
44aef1f3906e,DeepSeek-V4-Flash,博物馆导览讲解,7,2,0
f8094929e353,DeepSeek-V4-Flash,历史场景叙事,6,0,0
591b348f95be,DeepSeek-V4-Flash,沉浸式体验设计,14,3,25
1dc4d006e2c3,DeepSeek-V4-Flash,博物馆导览讲解,2,0,0
8da8cbcedda2,DeepSeek-V4-Flash,历史场景叙事,13,3,0
5214874f0e44,DeepSeek-V4-Flash,沉浸式体验设计,2,0,21
e1e6041c491a,DeepSeek-V4-Flash,博物馆导览讲解,6,0,0
caaa2ae01a35,DeepSeek-V4-Flash,历史场景叙事,9,1,0
65781dabe079,DeepSeek-V4-Flash,沉浸式体验设计,5,0,22
048bdfe804bf,DeepSeek-V4-Flash,博物馆导览讲解,4,2,0
343b047e67f2,DeepSeek-V4-Flash,历史场景叙事,5,0,0
e8af67ef8c6a,DeepSeek-V4-Flash,沉浸式体验设计,7,3,36
2b50c523e8a5,DeepSeek-V4-Flash,博物馆导览讲解,0,0,0
9de0ee5b3de9,DeepSeek-V4-Flash,历史场景叙事,6,0,0
6d3e9c1a96ff,DeepSeek-V4-Flash,沉浸式体验设计,9,0,28
8d26a01253e8,DeepSeek-V4-Flash,博物馆导览讲解,3,0,0
aa016d26f560,DeepSeek-V4-Flash,历史场景叙事,2,0,0
f7d8ae857195,DeepSeek-V4-Flash,沉浸式体验设计,10,0,18
cb330c536629,Pro-Kimi-K2.6,博物馆导览讲解,8,0,0
704bdc4f5599,Pro-Kimi-K2.6,历史场景叙事,6,1,0
49daf0265aaa,Pro-Kimi-K2.6,沉浸式体验设计,10,1,11
60ab2306082d,Pro-Kimi-K2.6,博物馆导览讲解,5,3,0
87f657e24cb7,Pro-Kimi-K2.6,历史场景叙事,13,0,0
d7369850393a,Pro-Kimi-K2.6,沉浸式体验设计,9,1,12
3af6eccbeb3a,Pro-Kimi-K2.6,博物馆导览讲解,6,2,0
173523202c03,Pro-Kimi-K2.6,历史场景叙事,3,3,1
9cb9e1fd1bbe,Pro-Kimi-K2.6,沉浸式体验设计,6,1,19
6571d063a32e,Pro-Kimi-K2.6,博物馆导览讲解,3,1,0
02012aa016b4,Pro-Kimi-K2.6,历史场景叙事,5,0,0
1304f82e26c0,Pro-Kimi-K2.6,沉浸式体验设计,4,0,17
52e06d7de2c4,Pro-Kimi-K2.6,博物馆导览讲解,0,0,0
2fcfc55ffdf1,Pro-Kimi-K2.6,历史场景叙事,9,3,0
567c1e386bcf,Pro-Kimi-K2.6,沉浸式体验设计,2,2,24
ff440223883b,Pro-Kimi-K2.6,博物馆导览讲解,7,1,0
4b9c18b57c17,Pro-Kimi-K2.6,历史场景叙事,7,3,1
3d84d05de72c,Pro-Kimi-K2.6,沉浸式体验设计,10,1,13
b59b5eb1a2f3,Pro-Kimi-K2.6,博物馆导览讲解,0,0,0
6f68d0726c6d,Pro-Kimi-K2.6,历史场景叙事,6,0,0
4cfd9cb2dab6,Pro-Kimi-K2.6,沉浸式体验设计,8,1,22
959468655f3d,Pro-Kimi-K2.6,博物馆导览讲解,3,0,0
a62dbaddb74b,Pro-Kimi-K2.6,历史场景叙事,7,0,0
4df4999cde3c,Pro-Kimi-K2.6,沉浸式体验设计,7,2,16
6a8c23f45386,Pro-GLM-5.1,博物馆导览讲解,8,2,0
bd6c9e32fb91,Pro-GLM-5.1,历史场景叙事,10,2,0
9b618bc5a02d,Pro-GLM-5.1,沉浸式体验设计,11,4,12
d9f438313705,Pro-GLM-5.1,博物馆导览讲解,10,0,0
86a8a671819f,Pro-GLM-5.1,历史场景叙事,14,1,0
25b5a02c5cb7,Pro-GLM-5.1,沉浸式体验设计,9,0,18
0ef383372f27,Pro-GLM-5.1,博物馆导览讲解,13,3,0
0fa6b6267842,Pro-GLM-5.1,历史场景叙事,8,3,0
89bbb635e48d,Pro-GLM-5.1,沉浸式体验设计,13,0,13
cbce592b985c,Pro-GLM-5.1,博物馆导览讲解,6,0,0
9a1ab885e2e8,Pro-GLM-5.1,历史场景叙事,12,1,0
6ea6a0fdc027,Pro-GLM-5.1,沉浸式体验设计,10,0,22
4f09cbf47a65,Pro-GLM-5.1,博物馆导览讲解,9,1,0
ab9e4f2e7a6d,Pro-GLM-5.1,历史场景叙事,8,3,0
4bb754002b15,Pro-GLM-5.1,沉浸式体验设计,4,2,12
66d57ca2f084,Pro-GLM-5.1,博物馆导览讲解,17,2,0
449d8c5bde59,Pro-GLM-5.1,历史场景叙事,13,4,0
d77160f7d2a0,Pro-GLM-5.1,沉浸式体验设计,14,8,15
b76cab8bc24b,Pro-GLM-5.1,博物馆导览讲解,13,0,0
77c1256b380b,Pro-GLM-5.1,历史场景叙事,7,2,0
c15bc750ea7d,Pro-GLM-5.1,沉浸式体验设计,7,0,13
0ffb923999e1,Pro-GLM-5.1,博物馆导览讲解,8,1,0
e235733363bb,Pro-GLM-5.1,历史场景叙事,10,2,0
a9b96fba16fa,Pro-GLM-5.1,沉浸式体验设计,6,0,12
d363f3bf4f8d,Nex-N2-Pro,博物馆导览讲解,0,0,0
bce86d107fe3,Nex-N2-Pro,历史场景叙事,0,0,0
3fc93e7b32b2,Nex-N2-Pro,沉浸式体验设计,0,0,0
61a2f6d97f90,Nex-N2-Pro,博物馆导览讲解,0,0,0
e1fe7d795324,Nex-N2-Pro,历史场景叙事,0,0,0
3fd60c90da79,Nex-N2-Pro,沉浸式体验设计,0,0,0
c7a7481af8a2,Nex-N2-Pro,博物馆导览讲解,9,2,0
e25cc3130a6c,Nex-N2-Pro,历史场景叙事,0,0,0
eb74f8b526e0,Nex-N2-Pro,沉浸式体验设计,0,0,0
5b5511f5827b,Nex-N2-Pro,博物馆导览讲解,0,0,0
0714eaf169f4,Nex-N2-Pro,历史场景叙事,0,0,0
beb7d06ef38b,Nex-N2-Pro,沉浸式体验设计,0,0,0
1ae133c4e08f,Nex-N2-Pro,博物馆导览讲解,0,0,0
c538b3df68c1,Nex-N2-Pro,历史场景叙事,0,0,0
fc4d86429c59,Nex-N2-Pro,沉浸式体验设计,0,0,0
e71f65372ae1,Nex-N2-Pro,博物馆导览讲解,0,0,0
adc4d3924147,Nex-N2-Pro,历史场景叙事,0,0,0
85012c335ba0,Nex-N2-Pro,沉浸式体验设计,0,0,0
c143b569ff3b,Nex-N2-Pro,博物馆导览讲解,0,0,0
86a94992b181,Nex-N2-Pro,历史场景叙事,0,0,0
c3cf0de0d9ab,Nex-N2-Pro,沉浸式体验设计,0,0,0
00a97fe0bbfe,Nex-N2-Pro,博物馆导览讲解,0,0,0
715add614442,Nex-N2-Pro,历史场景叙事,0,0,0
f0fb2a76bf0f,Nex-N2-Pro,沉浸式体验设计,0,0,0
d700dc7f88ec,MiniMax-M2.5,博物馆导览讲解,2,1,0
2d5b917a4d33,MiniMax-M2.5,历史场景叙事,17,0,0
79731f291854,MiniMax-M2.5,沉浸式体验设计,12,2,30
ee723ce56143,MiniMax-M2.5,博物馆导览讲解,11,0,0
c0b15876462a,MiniMax-M2.5,历史场景叙事,12,0,0
d5341924296d,MiniMax-M2.5,沉浸式体验设计,6,2,20
c452de6b6343,MiniMax-M2.5,博物馆导览讲解,5,1,0
3fa285909a9e,MiniMax-M2.5,历史场景叙事,5,1,1
a26b94c0e9bb,MiniMax-M2.5,沉浸式体验设计,12,0,20
de716f648577,MiniMax-M2.5,博物馆导览讲解,4,1,0
46d272c7f693,MiniMax-M2.5,历史场景叙事,21,1,1
882cc8f09b97,MiniMax-M2.5,沉浸式体验设计,7,0,10
4656bb673766,MiniMax-M2.5,博物馆导览讲解,6,1,0
53b0a0176f0f,MiniMax-M2.5,历史场景叙事,5,1,0
2e0fa95937e1,MiniMax-M2.5,沉浸式体验设计,7,1,14
45bd3f4f5fdb,MiniMax-M2.5,博物馆导览讲解,19,2,0
58a055689e3a,MiniMax-M2.5,历史场景叙事,10,0,0
1e222bc1268e,MiniMax-M2.5,沉浸式体验设计,10,2,13
96f38d549f15,MiniMax-M2.5,博物馆导览讲解,6,0,0
0eab4aab3211,MiniMax-M2.5,历史场景叙事,13,1,0
2e32ae1c900f,MiniMax-M2.5,沉浸式体验设计,11,0,37
ac34c32c61ff,MiniMax-M2.5,博物馆导览讲解,2,0,0
8dfaa2a7bb37,MiniMax-M2.5,历史场景叙事,10,0,0
29aaabe4e49a,MiniMax-M2.5,沉浸式体验设计,4,2,37
e11b6407c47a,Pro-MiniMax-M2.5,博物馆导览讲解,6,1,0
1407174d22a9,Pro-MiniMax-M2.5,历史场景叙事,7,1,0
f4a5508454fd,Pro-MiniMax-M2.5,沉浸式体验设计,14,0,15
7345e1409793,Pro-MiniMax-M2.5,博物馆导览讲解,0,0,0
525b0863bfe3,Pro-MiniMax-M2.5,历史场景叙事,12,0,0
7ff591c3d8df,Pro-MiniMax-M2.5,沉浸式体验设计,12,1,20
5ffcaab2d231,Pro-MiniMax-M2.5,博物馆导览讲解,5,0,0
5d755ff1120c,Pro-MiniMax-M2.5,历史场景叙事,5,1,0
24582ee97e65,Pro-MiniMax-M2.5,沉浸式体验设计,16,1,12
4ce572c5713e,Pro-MiniMax-M2.5,博物馆导览讲解,2,0,0
044b5035584f,Pro-MiniMax-M2.5,历史场景叙事,7,0,20
77417a66c092,Pro-MiniMax-M2.5,沉浸式体验设计,9,0,15
f08f56c33218,Pro-MiniMax-M2.5,博物馆导览讲解,3,0,0
909164f2f827,Pro-MiniMax-M2.5,历史场景叙事,12,1,0
ce943dd67596,Pro-MiniMax-M2.5,沉浸式体验设计,9,0,9
d2738b769f4b,Pro-MiniMax-M2.5,博物馆导览讲解,6,2,1
88024e605bfd,Pro-MiniMax-M2.5,历史场景叙事,19,5,0
8db1680e88fd,Pro-MiniMax-M2.5,沉浸式体验设计,14,3,20
6ec8f0fe692a,Pro-MiniMax-M2.5,博物馆导览讲解,4,0,0
490031bc8755,Pro-MiniMax-M2.5,历史场景叙事,4,1,0
36fbc9bdf373,Pro-MiniMax-M2.5,沉浸式体验设计,16,3,23
1cece5476982,Pro-MiniMax-M2.5,博物馆导览讲解,5,0,0
64cc40fef076,Pro-MiniMax-M2.5,历史场景叙事,6,2,0
6326ca74611d,Pro-MiniMax-M2.5,沉浸式体验设计,8,2,26
55471529c7b3,LongCat-2.0,博物馆导览讲解,10,0,0
73c9b93f0d95,LongCat-2.0,历史场景叙事,10,0,0
85ca344c4298,LongCat-2.0,沉浸式体验设计,2,0,2
d0360b4e641b,LongCat-2.0,博物馆导览讲解,11,1,0
2aa7abeebc4f,LongCat-2.0,历史场景叙事,15,0,0
a68181f3ad25,LongCat-2.0,沉浸式体验设计,3,1,11
4431939f8d18,LongCat-2.0,博物馆导览讲解,0,0,0
c9ed9f254d27,LongCat-2.0,历史场景叙事,4,1,0
ca1dc4560417,LongCat-2.0,沉浸式体验设计,2,3,8
9af078668b5a,LongCat-2.0,博物馆导览讲解,10,0,0
7db085a2c561,LongCat-2.0,历史场景叙事,14,0,0
e75190ce3a0b,LongCat-2.0,沉浸式体验设计,10,1,25
c934baecd05f,LongCat-2.0,博物馆导览讲解,5,0,0
f4da1a760f1d,LongCat-2.0,历史场景叙事,16,0,0
12a21f873cfe,LongCat-2.0,沉浸式体验设计,4,1,10
bd226e1b4453,LongCat-2.0,博物馆导览讲解,8,1,0
a7a74e18f3a9,LongCat-2.0,历史场景叙事,21,0,0
3cf442ecaa92,LongCat-2.0,沉浸式体验设计,5,0,6
94479d9de145,LongCat-2.0,博物馆导览讲解,8,0,0
ccf40823d12b,LongCat-2.0,历史场景叙事,7,0,0
28f1f32aa168,LongCat-2.0,沉浸式体验设计,6,1,11
28d84d07508d,LongCat-2.0,博物馆导览讲解,10,1,0
ffce8a1af53c,LongCat-2.0,历史场景叙事,12,4,0
ea79b57b9101,LongCat-2.0,沉浸式体验设计,8,2,7
404a42b5dd0d,LongCat-2.0,博物馆导览讲解,7,4,0
3a295b656e85,LongCat-2.0,历史场景叙事,5,3,0
410792a39406,LongCat-2.0,沉浸式体验设计,5,0,9
3624af3c7937,LongCat-2.0,博物馆导览讲解,14,1,0
e7434d0f0b22,LongCat-2.0,历史场景叙事,20,0,0
fc7d78d74219,LongCat-2.0,沉浸式体验设计,10,1,10
e5e5d0638bad,LongCat-2.0,博物馆导览讲解,6,1,0
94f934673c84,LongCat-2.0,历史场景叙事,9,1,0
31d9ccc15232,LongCat-2.0,沉浸式体验设计,9,0,6
ea9a24b626b1,LongCat-2.0,博物馆导览讲解,9,0,0
37e4750f7b7a,LongCat-2.0,历史场景叙事,6,0,1
74e0b0b06ce6,LongCat-2.0,沉浸式体验设计,12,0,7
8f19ca8fb433,LongCat-2.0,博物馆导览讲解,5,0,0
c2f91c8acfbf,LongCat-2.0,历史场景叙事,16,2,0
06d85416da84,LongCat-2.0,沉浸式体验设计,3,1,12
2438e388f3ca,LongCat-2.0,博物馆导览讲解,9,0,0
50710238ec0e,LongCat-2.0,历史场景叙事,7,0,0
7a2d59e17091,LongCat-2.0,沉浸式体验设计,10,0,9
66bd760130a7,LongCat-2.0,博物馆导览讲解,6,1,0
9a8e5ce55f5e,LongCat-2.0,历史场景叙事,3,2,0
09e607fa9ca3,LongCat-2.0,沉浸式体验设计,15,1,18
f258e8ce3bb2,LongCat-2.0,博物馆导览讲解,4,0,0
d5874104dd13,LongCat-2.0,历史场景叙事,6,0,0
226844f9069c,LongCat-2.0,沉浸式体验设计,1,0,7
4366abb6e206,LongCat-2.0,博物馆导览讲解,10,2,0
0efb8a4a6586,LongCat-2.0,历史场景叙事,9,0,0
83e32bf074f9,LongCat-2.0,沉浸式体验设计,4,2,8
66fb2793fca4,LongCat-2.0,博物馆导览讲解,8,2,0
166bed6deaf5,LongCat-2.0,历史场景叙事,9,0,0
455345d2a725,LongCat-2.0,沉浸式体验设计,12,5,12
46b67325efcd,LongCat-2.0,博物馆导览讲解,9,1,0
3d268c6a8de5,LongCat-2.0,历史场景叙事,13,1,0
645326f69748,LongCat-2.0,沉浸式体验设计,9,0,14
92fd3af88594,LongCat-2.0,博物馆导览讲解,6,0,0
f07b48213e0f,LongCat-2.0,历史场景叙事,9,0,0
f87bfc62fa2d,LongCat-2.0,沉浸式体验设计,2,0,3
c2d35cb48b76,GLM-5.2,博物馆导览讲解,6,0,0
0ff4dd5de76e,GLM-5.2,历史场景叙事,2,0,0
fdb11eef51c9,GLM-5.2,沉浸式体验设计,7,0,15
dce9dcfb02d9,GLM-5.2,博物馆导览讲解,6,0,0
27635c790feb,GLM-5.2,历史场景叙事,12,0,0
a9947dc61c24,GLM-5.2,沉浸式体验设计,6,1,22
23ebb5f67874,GLM-5.2,博物馆导览讲解,7,2,1
5e305b69a01e,GLM-5.2,历史场景叙事,10,0,0
fa682293982d,GLM-5.2,沉浸式体验设计,5,1,12
6d4f2c974389,GLM-5.2,博物馆导览讲解,8,0,0
817bebb9fe60,GLM-5.2,历史场景叙事,4,0,0
40a57fd43baa,GLM-5.2,沉浸式体验设计,11,0,22
74505e5a88c9,GLM-5.2,博物馆导览讲解,6,0,0
7c9f77ae073f,GLM-5.2,历史场景叙事,7,0,0
6c74bd3c2901,GLM-5.2,沉浸式体验设计,9,1,12
3febe5d6cff8,GLM-5.2,博物馆导览讲解,5,2,0
7612af898748,GLM-5.2,历史场景叙事,12,1,0
de725a603b0e,GLM-5.2,沉浸式体验设计,7,5,16
36809847dc7a,GLM-5.2,博物馆导览讲解,4,2,0
b20ac21c4114,GLM-5.2,历史场景叙事,15,1,0
98c672277886,GLM-5.2,沉浸式体验设计,7,0,13
41cf77fd0f40,GLM-5.2,博物馆导览讲解,9,4,0
febd245a14bc,GLM-5.2,历史场景叙事,8,2,0
1d6f0a429b50,GLM-5.2,沉浸式体验设计,7,4,12
52e5e071ee6a,GLM-5.2,博物馆导览讲解,9,1,0
b2a6c08785a9,GLM-5.2,历史场景叙事,12,1,0
dc0d226c3015,GLM-5.2,沉浸式体验设计,3,0,9
f040057ccd5d,GLM-5.2,博物馆导览讲解,10,0,0
2cb6c47dbf0a,GLM-5.2,历史场景叙事,17,0,0
bcfe13000184,GLM-5.2,沉浸式体验设计,11,0,15
4a1f41094155,GLM-5.2,博物馆导览讲解,5,2,0
f21db8da813b,GLM-5.2,历史场景叙事,9,2,0
a9b0c1929609,GLM-5.2,沉浸式体验设计,10,0,10
3a6def0f99b5,GLM-5.2,博物馆导览讲解,9,1,0
60fb9ac80bc6,GLM-5.2,历史场景叙事,9,0,0
9f021728deda,GLM-5.2,沉浸式体验设计,10,1,14
0af40e10f452,GLM-5.2,博物馆导览讲解,9,0,0
c9478255429f,GLM-5.2,历史场景叙事,10,0,0
366eea4000c7,GLM-5.2,沉浸式体验设计,10,1,18
9005be69fbaa,GLM-5.2,博物馆导览讲解,12,0,0
e7a189ff136c,GLM-5.2,历史场景叙事,5,0,0
56f1ca6c1a74,GLM-5.2,沉浸式体验设计,3,1,12
578fdf3587a3,GLM-5.2,博物馆导览讲解,8,2,0
3b1b47949d64,GLM-5.2,历史场景叙事,11,1,0
456943fb5142,GLM-5.2,沉浸式体验设计,10,0,6
88f5da5bb9fe,GLM-5.2,博物馆导览讲解,11,0,0
dca2999ece9e,GLM-5.2,历史场景叙事,4,1,0
11e720751e3c,GLM-5.2,沉浸式体验设计,8,1,19
7b0ed1240dbf,GLM-5.2,博物馆导览讲解,4,1,0
9563b131881f,GLM-5.2,历史场景叙事,8,0,0
d71bf2e2aa6b,GLM-5.2,沉浸式体验设计,7,1,10
cf9e8f7955eb,GLM-5.2,博物馆导览讲解,10,1,0
a9161a896d83,GLM-5.2,历史场景叙事,10,1,0
72eb3d4e8211,GLM-5.2,沉浸式体验设计,15,2,10
90124319a63f,GLM-5.2,博物馆导览讲解,8,3,0
bc1b07a6ba81,GLM-5.2,历史场景叙事,12,1,0
d96793c7f204,GLM-5.2,沉浸式体验设计,10,0,14
81b7f5a96522,GLM-5.2,博物馆导览讲解,8,3,0
90d55e3613d5,GLM-5.2,历史场景叙事,8,0,0
e436d8f762e3,GLM-5.2,沉浸式体验设计,5,2,24
b9e8a5056ffa,Kimi-K2.7-Code,博物馆导览讲解,9,1,0
32d6cdf150a8,Kimi-K2.7-Code,历史场景叙事,9,0,0
6f2a17735a9b,Kimi-K2.7-Code,沉浸式体验设计,12,0,18
d603915a4c76,Kimi-K2.7-Code,博物馆导览讲解,6,0,1
b9206c4b88b9,Kimi-K2.7-Code,历史场景叙事,8,0,1
6a45adccbf1f,Kimi-K2.7-Code,沉浸式体验设计,7,0,18
9c1649c5ff4e,Kimi-K2.7-Code,博物馆导览讲解,6,0,1
1eb1e42e41d7,Kimi-K2.7-Code,历史场景叙事,9,1,1
2a6e33a5c0ed,Kimi-K2.7-Code,沉浸式体验设计,16,0,22
7259db152e09,Kimi-K2.7-Code,博物馆导览讲解,9,1,0
331f777aca9d,Kimi-K2.7-Code,历史场景叙事,6,1,0
aab2adb580c9,Kimi-K2.7-Code,沉浸式体验设计,9,2,19
d786695779a9,Kimi-K2.7-Code,博物馆导览讲解,8,0,0
cc00f67b6d88,Kimi-K2.7-Code,历史场景叙事,3,0,0
a6effe4c7455,Kimi-K2.7-Code,沉浸式体验设计,12,0,22
2e025b17099c,Kimi-K2.7-Code,博物馆导览讲解,6,0,0
974275d5527d,Kimi-K2.7-Code,历史场景叙事,9,3,1
3b1e3ebf41a1,Kimi-K2.7-Code,沉浸式体验设计,6,2,28
fb27858a1ee4,Kimi-K2.7-Code,博物馆导览讲解,8,0,0
78cd94217e54,Kimi-K2.7-Code,历史场景叙事,8,0,1
df7b59901602,Kimi-K2.7-Code,沉浸式体验设计,6,0,15
a38e69658620,Kimi-K2.7-Code,博物馆导览讲解,4,2,0
c5043e6fbb25,Kimi-K2.7-Code,历史场景叙事,9,0,0
4d3d09b67b05,Kimi-K2.7-Code,沉浸式体验设计,10,0,22
60ee98f99507,Kimi-K2.7-Code,博物馆导览讲解,4,0,0
6fc44e547d0b,Kimi-K2.7-Code,历史场景叙事,10,0,0
d916f7c33d5f,Kimi-K2.7-Code,沉浸式体验设计,13,0,20
74ef1158552f,Kimi-K2.7-Code,博物馆导览讲解,13,0,0
374267b33fe8,Kimi-K2.7-Code,历史场景叙事,17,0,0
56d102f33ed6,Kimi-K2.7-Code,沉浸式体验设计,10,0,17
4ddfab5b5652,Kimi-K2.7-Code,博物馆导览讲解,3,0,0
babc9f157706,Kimi-K2.7-Code,历史场景叙事,5,3,0
d15957ac65e9,Kimi-K2.7-Code,沉浸式体验设计,7,1,20
a40ca0662ee9,Kimi-K2.7-Code,博物馆导览讲解,3,0,0
1f2beb954b64,Kimi-K2.7-Code,历史场景叙事,3,0,0
d1ba35a08c50,Kimi-K2.7-Code,沉浸式体验设计,13,0,13
199fdd5a5442,Kimi-K2.7-Code,博物馆导览讲解,7,0,0
8f49f15c752c,Kimi-K2.7-Code,历史场景叙事,6,1,0
e01dc79811ff,Kimi-K2.7-Code,沉浸式体验设计,22,0,18
fa84ab3b634d,Kimi-K2.7-Code,博物馆导览讲解,4,0,0
446ab8669d27,Kimi-K2.7-Code,历史场景叙事,7,0,0
e577b408ad7a,Kimi-K2.7-Code,沉浸式体验设计,9,0,22
aab3f38ca552,Kimi-K2.7-Code,博物馆导览讲解,8,0,0
2a0f30babaa9,Kimi-K2.7-Code,历史场景叙事,3,1,1
6a480039595e,Kimi-K2.7-Code,沉浸式体验设计,11,0,19
0e4344fc7dd3,Kimi-K2.7-Code,博物馆导览讲解,7,0,0
3481d3aae208,Kimi-K2.7-Code,历史场景叙事,3,0,0
8ed5947837b0,Kimi-K2.7-Code,沉浸式体验设计,11,0,14
cbcec6438fe9,Kimi-K2.7-Code,博物馆导览讲解,4,1,0
467b7fc29164,Kimi-K2.7-Code,历史场景叙事,2,1,0
12df11ee8c14,Kimi-K2.7-Code,沉浸式体验设计,7,0,22
ccc98d59fa2d,Kimi-K2.7-Code,博物馆导览讲解,4,1,0
bc016b7175f9,Kimi-K2.7-Code,历史场景叙事,7,0,0
9a74c1749110,Kimi-K2.7-Code,沉浸式体验设计,12,5,28
91f552128a9c,Kimi-K2.7-Code,博物馆导览讲解,6,1,0
