response_id,model,task,char_count,word_count,sentence_count,avg_sentence_length
63186bf875f0,MiniMax-M2.5,博物馆导览讲解,1532,458,45,34.044444444444444
f841f22abcbc,MiniMax-M2.5,历史场景叙事,2797,811,111,25.1981981981982
cc14a6344a54,MiniMax-M2.5,沉浸式体验设计,3703,1086,117,31.64957264957265
f5d50b708a0a,MiniMax-M2.5,博物馆导览讲解,1030,314,31,33.225806451612904
6d6a6b6b9dde,MiniMax-M2.5,历史场景叙事,1891,539,54,35.01851851851852
f115f8b457bc,MiniMax-M2.5,沉浸式体验设计,3888,1008,117,33.23076923076923
0afa31a50c10,Pro-MiniMax-M2.5,博物馆导览讲解,1329,431,39,34.07692307692308
974f6141a7d0,Pro-MiniMax-M2.5,历史场景叙事,2095,603,87,24.080459770114942
e8ed5ab996db,Pro-MiniMax-M2.5,沉浸式体验设计,3618,1165,92,39.32608695652174
73e6b9bb15ed,Pro-MiniMax-M2.5,博物馆导览讲解,1522,372,87,17.49425287356322
d9d0c8f58d93,Pro-MiniMax-M2.5,历史场景叙事,1488,389,77,19.324675324675326
5d503ec644cb,Pro-MiniMax-M2.5,沉浸式体验设计,3828,980,127,30.141732283464567
9118bb409455,Pro-MiniMax-M2.5,博物馆导览讲解,2329,620,89,26.168539325842698
7166d19b56c6,Pro-MiniMax-M2.5,历史场景叙事,3743,844,113,33.123893805309734
94a724d02ea3,Pro-MiniMax-M2.5,沉浸式体验设计,3630,975,152,23.88157894736842
4dfb5b3559c2,Pro-MiniMax-M2.5,博物馆导览讲解,1982,573,65,30.49230769230769
1bc592ff0e35,Pro-MiniMax-M2.5,历史场景叙事,2111,612,94,22.45744680851064
5020ea305f08,Pro-MiniMax-M2.5,沉浸式体验设计,3975,959,146,27.226027397260275
d105c215b53c,Pro-MiniMax-M2.5,博物馆导览讲解,810,259,22,36.81818181818182
c87574429ef3,Pro-MiniMax-M2.5,历史场景叙事,1535,459,51,30.098039215686274
3fc1824a8d0d,Pro-MiniMax-M2.5,沉浸式体验设计,3866,1048,104,37.17307692307692
730519a45b65,Pro-MiniMax-M2.5,博物馆导览讲解,1999,534,77,25.961038961038962
3018f0172938,Pro-MiniMax-M2.5,历史场景叙事,2428,659,94,25.829787234042552
bb49e2772c84,Pro-MiniMax-M2.5,沉浸式体验设计,3671,1195,76,48.30263157894737
a1273a40e2b1,Pro-MiniMax-M2.5,博物馆导览讲解,1760,517,73,24.10958904109589
d38214f0cfdb,Pro-MiniMax-M2.5,历史场景叙事,966,286,49,19.714285714285715
12461cd1f5e8,Pro-MiniMax-M2.5,沉浸式体验设计,3663,1051,125,29.304
fe4d4cf0887d,Pro-MiniMax-M2.5,博物馆导览讲解,1756,496,55,31.927272727272726
1657c3b898c0,Pro-MiniMax-M2.5,历史场景叙事,1654,511,70,23.62857142857143
d503ef5b083e,Pro-MiniMax-M2.5,沉浸式体验设计,3575,1117,81,44.135802469135804
7900dca30133,Pro-MiniMax-M2.5,博物馆导览讲解,2512,706,67,37.492537313432834
353698c27c32,Pro-MiniMax-M2.5,历史场景叙事,2732,779,102,26.784313725490197
32246a1e09b7,Pro-MiniMax-M2.5,沉浸式体验设计,3701,1068,113,32.75221238938053
7b4bb274118c,Pro-MiniMax-M2.5,博物馆导览讲解,1940,527,64,30.3125
c50fa5fa2d51,Pro-MiniMax-M2.5,历史场景叙事,2295,602,114,20.13157894736842
0c04b336887f,Pro-MiniMax-M2.5,沉浸式体验设计,3781,1062,108,35.00925925925926
db15b246505a,Pro-MiniMax-M2.5,博物馆导览讲解,2035,625,57,35.70175438596491
4467b78363c2,Pro-MiniMax-M2.5,历史场景叙事,2172,618,103,21.0873786407767
306c60a21204,Pro-MiniMax-M2.5,沉浸式体验设计,3674,1121,107,34.33644859813084
3a89fff36b34,Pro-MiniMax-M2.5,博物馆导览讲解,2098,605,61,34.39344262295082
6ef9ba3f7eac,Pro-MiniMax-M2.5,历史场景叙事,3368,818,133,25.32330827067669
2f1854f86140,Pro-MiniMax-M2.5,沉浸式体验设计,3754,1005,109,34.440366972477065
94e96b7f0701,DeepSeek-V4-Pro,历史场景叙事,1486,434,49,30.3265306122449
44ee136ad14d,DeepSeek-V4-Pro,历史场景叙事,2284,648,66,34.60606060606061
68a86758fe17,LongCat-2.0,博物馆导览讲解,1389,411,53,26.20754716981132
961db5cb11e1,LongCat-2.0,历史场景叙事,2719,728,107,25.411214953271028
b4a0b1d0205e,LongCat-2.0,沉浸式体验设计,822,238,27,30.444444444444443
9e0a90f1f4ce,LongCat-2.0,博物馆导览讲解,1389,381,57,24.36842105263158
417c5c5d579e,LongCat-2.0,历史场景叙事,1852,495,83,22.313253012048193
55415dc2ca14,LongCat-2.0,沉浸式体验设计,3151,703,147,21.435374149659864
4faab58cfc71,LongCat-2.0,博物馆导览讲解,909,269,30,30.3
d6c5f4437024,LongCat-2.0,历史场景叙事,2123,601,92,23.07608695652174
837ae006e4ea,LongCat-2.0,沉浸式体验设计,3881,552,125,31.048
b9104797901a,LongCat-2.0,博物馆导览讲解,465,139,20,23.25
8406b46ecef1,LongCat-2.0,历史场景叙事,2257,648,103,21.9126213592233
259967229eae,LongCat-2.0,沉浸式体验设计,3559,724,161,22.1055900621118
05884f0c9d0f,LongCat-2.0,博物馆导览讲解,2180,618,86,25.348837209302324
b5f137cece97,LongCat-2.0,历史场景叙事,2932,892,107,27.401869158878505
c65abb315970,LongCat-2.0,沉浸式体验设计,2907,790,116,25.060344827586206
616156b0f47e,LongCat-2.0,博物馆导览讲解,986,298,38,25.94736842105263
07455aaf9819,LongCat-2.0,历史场景叙事,2775,771,116,23.92241379310345
05f4128acffb,LongCat-2.0,沉浸式体验设计,3913,689,160,24.45625
213bb66bece8,LongCat-2.0,博物馆导览讲解,2105,610,83,25.36144578313253
4704f0d75696,LongCat-2.0,历史场景叙事,1483,462,69,21.492753623188406
10154aeab5d7,LongCat-2.0,沉浸式体验设计,2382,659,103,23.12621359223301
257ad8ade253,LongCat-2.0,博物馆导览讲解,2299,588,90,25.544444444444444
1129e845cf24,LongCat-2.0,历史场景叙事,2603,681,153,17.013071895424837
ff4cfc1577ba,LongCat-2.0,沉浸式体验设计,4013,533,130,30.869230769230768
b5cb50a343bd,GLM-5.2,博物馆导览讲解,1121,346,34,32.970588235294116
fb0e816cf5b1,GLM-5.2,历史场景叙事,1456,452,42,34.666666666666664
08e822474c92,GLM-5.2,沉浸式体验设计,2347,695,77,30.48051948051948
ddf07a1af495,GLM-5.2,博物馆导览讲解,1134,312,35,32.4
f96f09c0f179,GLM-5.2,历史场景叙事,1239,362,43,28.813953488372093
6d8a03fea3de,GLM-5.2,沉浸式体验设计,2240,646,74,30.27027027027027
186a3edbcff8,GLM-5.2,博物馆导览讲解,1461,448,41,35.63414634146341
389c41a5c621,GLM-5.2,历史场景叙事,2314,695,69,33.53623188405797
b5d73ef311fb,GLM-5.2,沉浸式体验设计,2346,674,65,36.09230769230769
ab6f9dadbc2b,GLM-5.2,博物馆导览讲解,1398,435,38,36.78947368421053
3172f7bf5a81,GLM-5.2,历史场景叙事,1509,471,49,30.79591836734694
33fd6767c9ad,GLM-5.2,沉浸式体验设计,2603,778,75,34.70666666666666
3c62ac348c10,GLM-5.2,博物馆导览讲解,1323,430,36,36.75
6bb637b81488,GLM-5.2,历史场景叙事,1623,499,54,30.055555555555557
b97f3b6d4273,GLM-5.2,沉浸式体验设计,2555,776,75,34.06666666666667
73f1a8ac7689,GLM-5.2,博物馆导览讲解,1269,391,43,29.511627906976745
d41eb70bbe9d,GLM-5.2,历史场景叙事,1903,574,62,30.693548387096776
9422f7b06161,GLM-5.2,沉浸式体验设计,2645,782,67,39.47761194029851
cd54576714d9,GLM-5.2,博物馆导览讲解,1617,474,49,33.0
d4cac11c7ab6,GLM-5.2,历史场景叙事,2350,719,71,33.098591549295776
6c9129e92e3a,GLM-5.2,沉浸式体验设计,2363,701,65,36.353846153846156
7051c1138089,GLM-5.2,博物馆导览讲解,1186,350,35,33.885714285714286
2d43ad8ad1ba,GLM-5.2,历史场景叙事,1596,457,46,34.69565217391305
531c02e52c59,GLM-5.2,沉浸式体验设计,2582,741,74,34.891891891891895
5c2bbcf9bcd6,Kimi-K2.7-Code,博物馆导览讲解,976,306,32,30.5
5a0cb9d909e8,Kimi-K2.7-Code,历史场景叙事,1675,498,43,38.95348837209303
66f2a95e37c0,Kimi-K2.7-Code,沉浸式体验设计,3504,1012,103,34.019417475728154
1274e41b9c24,Kimi-K2.7-Code,博物馆导览讲解,1028,295,32,32.125
3f3968a2c3a9,Kimi-K2.7-Code,历史场景叙事,2218,560,53,41.84905660377358
6e16dd5e5118,Kimi-K2.7-Code,沉浸式体验设计,3470,905,123,28.211382113821138
16b7518f50b6,Kimi-K2.7-Code,博物馆导览讲解,950,313,26,36.53846153846154
c7a88a3434e8,Kimi-K2.7-Code,历史场景叙事,2028,555,43,47.16279069767442
4c854dd9c4a9,Kimi-K2.7-Code,沉浸式体验设计,3612,958,102,35.411764705882355
3dbded89cdfc,Kimi-K2.7-Code,博物馆导览讲解,1255,374,26,48.26923076923077
2d2ac0482bc3,Kimi-K2.7-Code,历史场景叙事,3010,863,112,26.875
005bb33ef162,Kimi-K2.7-Code,沉浸式体验设计,3261,909,110,29.645454545454545
9a2df2a5301e,Kimi-K2.7-Code,博物馆导览讲解,1174,374,32,36.6875
1afb997929fa,Kimi-K2.7-Code,历史场景叙事,1530,440,46,33.26086956521739
669bbd6d25b5,Kimi-K2.7-Code,沉浸式体验设计,9184,994,106,86.64150943396227
2a6f094fece8,Kimi-K2.7-Code,博物馆导览讲解,1022,313,27,37.851851851851855
3e29b5e6fb73,Kimi-K2.7-Code,历史场景叙事,1617,465,52,31.096153846153847
063b93f4e53b,Kimi-K2.7-Code,沉浸式体验设计,3709,1051,118,31.43220338983051
3798ae4d77e4,Kimi-K2.7-Code,博物馆导览讲解,1465,411,47,31.170212765957448
9fba14485a05,Kimi-K2.7-Code,历史场景叙事,3211,935,97,33.103092783505154
e2bfc47aa4fe,Kimi-K2.7-Code,沉浸式体验设计,3610,1038,105,34.38095238095238
bc38aad9598c,Kimi-K2.7-Code,博物馆导览讲解,765,252,18,42.5
2852f4240da7,Kimi-K2.7-Code,历史场景叙事,2933,791,112,26.1875
741369a15205,Kimi-K2.7-Code,沉浸式体验设计,3525,948,108,32.638888888888886
943b740584e8,DeepSeek-V4-Pro,博物馆导览讲解,1083,91,26,41.65384615384615
f5e66eaea9aa,DeepSeek-V4-Pro,历史场景叙事,1790,524,68,26.323529411764707
4cffcb9a9e90,DeepSeek-V4-Pro,沉浸式体验设计,2891,843,75,38.54666666666667
6ee0587a7be7,DeepSeek-V4-Pro,博物馆导览讲解,4420,553,57,77.54385964912281
78e217891c1b,DeepSeek-V4-Pro,历史场景叙事,1185,342,35,33.857142857142854
f01e2b7277cd,DeepSeek-V4-Pro,沉浸式体验设计,3210,926,100,32.1
49c6ec72b12f,DeepSeek-V4-Pro,博物馆导览讲解,1403,429,37,37.91891891891892
957f11790bbc,DeepSeek-V4-Pro,历史场景叙事,2112,647,72,29.333333333333332
3375bd27768d,DeepSeek-V4-Pro,沉浸式体验设计,3048,963,102,29.88235294117647
303fda15a14f,DeepSeek-V4-Pro,博物馆导览讲解,1500,454,38,39.473684210526315
92f7aab1839b,DeepSeek-V4-Pro,历史场景叙事,1701,520,48,35.4375
7d2ede00f26b,DeepSeek-V4-Pro,沉浸式体验设计,3192,886,109,29.28440366972477
30c2a1f09214,DeepSeek-V4-Pro,博物馆导览讲解,3837,452,34,112.8529411764706
dfced14aeb60,DeepSeek-V4-Pro,历史场景叙事,1539,453,44,34.97727272727273
dd8f49259db6,DeepSeek-V4-Pro,沉浸式体验设计,3155,1000,73,43.21917808219178
0a0eda73cfe3,DeepSeek-V4-Pro,博物馆导览讲解,1228,362,38,32.31578947368421
af0ac804e342,DeepSeek-V4-Pro,历史场景叙事,2114,645,63,33.55555555555556
1689fe654bde,DeepSeek-V4-Pro,沉浸式体验设计,3235,1019,69,46.88405797101449
99fa48194584,DeepSeek-V4-Pro,博物馆导览讲解,896,270,25,35.84
52535319d3f2,DeepSeek-V4-Pro,历史场景叙事,2033,622,56,36.30357142857143
e48f2330faa3,DeepSeek-V4-Pro,沉浸式体验设计,2678,791,71,37.71830985915493
3f497462e63f,DeepSeek-V4-Pro,博物馆导览讲解,1038,318,29,35.793103448275865
0cf12c9d00a6,DeepSeek-V4-Pro,历史场景叙事,2107,587,70,30.1
d935f88de2f0,DeepSeek-V4-Pro,沉浸式体验设计,2041,602,57,35.80701754385965
092025490b2a,DeepSeek-V4-Flash,博物馆导览讲解,1005,314,25,40.2
621a73545493,DeepSeek-V4-Flash,历史场景叙事,1315,397,38,34.60526315789474
787d1582d47e,DeepSeek-V4-Flash,沉浸式体验设计,3288,945,104,31.615384615384617
205be9335272,DeepSeek-V4-Flash,博物馆导览讲解,1092,320,40,27.3
9b57f6ecfd31,DeepSeek-V4-Flash,历史场景叙事,787,241,22,35.77272727272727
311074f79428,DeepSeek-V4-Flash,沉浸式体验设计,3334,997,104,32.05769230769231
44aef1f3906e,DeepSeek-V4-Flash,博物馆导览讲解,995,320,32,31.09375
f8094929e353,DeepSeek-V4-Flash,历史场景叙事,1478,434,46,32.130434782608695
591b348f95be,DeepSeek-V4-Flash,沉浸式体验设计,3456,1009,103,33.55339805825243
1dc4d006e2c3,DeepSeek-V4-Flash,博物馆导览讲解,1061,335,35,30.314285714285713
8da8cbcedda2,DeepSeek-V4-Flash,历史场景叙事,1901,611,53,35.867924528301884
5214874f0e44,DeepSeek-V4-Flash,沉浸式体验设计,2320,707,52,44.61538461538461
e1e6041c491a,DeepSeek-V4-Flash,博物馆导览讲解,899,298,23,39.08695652173913
caaa2ae01a35,DeepSeek-V4-Flash,历史场景叙事,1385,423,34,40.73529411764706
65781dabe079,DeepSeek-V4-Flash,沉浸式体验设计,3221,996,79,40.77215189873418
048bdfe804bf,DeepSeek-V4-Flash,博物馆导览讲解,873,277,29,30.103448275862068
343b047e67f2,DeepSeek-V4-Flash,历史场景叙事,1153,373,37,31.16216216216216
e8af67ef8c6a,DeepSeek-V4-Flash,沉浸式体验设计,3215,932,134,23.992537313432837
2b50c523e8a5,DeepSeek-V4-Flash,博物馆导览讲解,4244,492,50,84.88
9de0ee5b3de9,DeepSeek-V4-Flash,历史场景叙事,1138,350,41,27.75609756097561
6d3e9c1a96ff,DeepSeek-V4-Flash,沉浸式体验设计,3378,990,123,27.463414634146343
8d26a01253e8,DeepSeek-V4-Flash,博物馆导览讲解,944,287,31,30.451612903225808
aa016d26f560,DeepSeek-V4-Flash,历史场景叙事,1047,300,43,24.348837209302324
f7d8ae857195,DeepSeek-V4-Flash,沉浸式体验设计,3346,1055,113,29.61061946902655
cb330c536629,Pro-Kimi-K2.6,博物馆导览讲解,1138,348,32,35.5625
704bdc4f5599,Pro-Kimi-K2.6,历史场景叙事,1490,472,41,36.34146341463415
49daf0265aaa,Pro-Kimi-K2.6,沉浸式体验设计,3496,942,95,36.8
60ab2306082d,Pro-Kimi-K2.6,博物馆导览讲解,767,234,24,31.958333333333332
87f657e24cb7,Pro-Kimi-K2.6,历史场景叙事,2242,627,64,35.03125
d7369850393a,Pro-Kimi-K2.6,沉浸式体验设计,3676,1002,89,41.30337078651685
3af6eccbeb3a,Pro-Kimi-K2.6,博物馆导览讲解,1362,434,32,42.5625
173523202c03,Pro-Kimi-K2.6,历史场景叙事,2683,755,75,35.77333333333333
9cb9e1fd1bbe,Pro-Kimi-K2.6,沉浸式体验设计,3710,1003,102,36.372549019607845
6571d063a32e,Pro-Kimi-K2.6,博物馆导览讲解,1215,377,26,46.73076923076923
02012aa016b4,Pro-Kimi-K2.6,历史场景叙事,1663,516,41,40.5609756097561
1304f82e26c0,Pro-Kimi-K2.6,沉浸式体验设计,3298,976,76,43.39473684210526
52e06d7de2c4,Pro-Kimi-K2.6,博物馆导览讲解,3754,411,32,117.3125
2fcfc55ffdf1,Pro-Kimi-K2.6,历史场景叙事,1762,523,49,35.95918367346939
567c1e386bcf,Pro-Kimi-K2.6,沉浸式体验设计,3623,1058,92,39.380434782608695
ff440223883b,Pro-Kimi-K2.6,博物馆导览讲解,807,257,20,40.35
4b9c18b57c17,Pro-Kimi-K2.6,历史场景叙事,1928,587,59,32.67796610169491
3d84d05de72c,Pro-Kimi-K2.6,沉浸式体验设计,3232,970,79,40.91139240506329
b59b5eb1a2f3,Pro-Kimi-K2.6,博物馆导览讲解,3691,446,42,87.88095238095238
6f68d0726c6d,Pro-Kimi-K2.6,历史场景叙事,2528,730,84,30.095238095238095
4cfd9cb2dab6,Pro-Kimi-K2.6,沉浸式体验设计,3743,1022,83,45.096385542168676
959468655f3d,Pro-Kimi-K2.6,博物馆导览讲解,1105,362,32,34.53125
a62dbaddb74b,Pro-Kimi-K2.6,历史场景叙事,2178,659,66,33.0
4df4999cde3c,Pro-Kimi-K2.6,沉浸式体验设计,3110,925,87,35.747126436781606
6a8c23f45386,Pro-GLM-5.1,博物馆导览讲解,1110,342,31,35.806451612903224
bd6c9e32fb91,Pro-GLM-5.1,历史场景叙事,1421,428,41,34.65853658536585
9b618bc5a02d,Pro-GLM-5.1,沉浸式体验设计,2119,629,60,35.31666666666667
d9f438313705,Pro-GLM-5.1,博物馆导览讲解,1131,325,39,29.0
86a8a671819f,Pro-GLM-5.1,历史场景叙事,1764,508,68,25.941176470588236
25b5a02c5cb7,Pro-GLM-5.1,沉浸式体验设计,2355,643,69,34.130434782608695
0ef383372f27,Pro-GLM-5.1,博物馆导览讲解,1388,419,36,38.55555555555556
0fa6b6267842,Pro-GLM-5.1,历史场景叙事,1520,461,40,38.0
89bbb635e48d,Pro-GLM-5.1,沉浸式体验设计,2334,719,59,39.559322033898304
cbce592b985c,Pro-GLM-5.1,博物馆导览讲解,1371,440,36,38.083333333333336
9a1ab885e2e8,Pro-GLM-5.1,历史场景叙事,2263,667,69,32.79710144927536
6ea6a0fdc027,Pro-GLM-5.1,沉浸式体验设计,2843,853,74,38.41891891891892
4f09cbf47a65,Pro-GLM-5.1,博物馆导览讲解,1265,411,34,37.205882352941174
ab9e4f2e7a6d,Pro-GLM-5.1,历史场景叙事,1721,525,53,32.471698113207545
4bb754002b15,Pro-GLM-5.1,沉浸式体验设计,2272,715,62,36.645161290322584
66d57ca2f084,Pro-GLM-5.1,博物馆导览讲解,1500,453,46,32.608695652173914
449d8c5bde59,Pro-GLM-5.1,历史场景叙事,1836,544,59,31.11864406779661
d77160f7d2a0,Pro-GLM-5.1,沉浸式体验设计,2645,761,73,36.23287671232877
b76cab8bc24b,Pro-GLM-5.1,博物馆导览讲解,1376,429,37,37.189189189189186
77c1256b380b,Pro-GLM-5.1,历史场景叙事,1862,576,56,33.25
c15bc750ea7d,Pro-GLM-5.1,沉浸式体验设计,2356,690,64,36.8125
0ffb923999e1,Pro-GLM-5.1,博物馆导览讲解,1128,352,35,32.22857142857143
e235733363bb,Pro-GLM-5.1,历史场景叙事,1590,469,48,33.125
a9b96fba16fa,Pro-GLM-5.1,沉浸式体验设计,2252,665,69,32.63768115942029
d363f3bf4f8d,Nex-N2-Pro,博物馆导览讲解,57,17,4,14.25
bce86d107fe3,Nex-N2-Pro,历史场景叙事,3,1,1,3.0
3fc93e7b32b2,Nex-N2-Pro,沉浸式体验设计,3,1,1,3.0
61a2f6d97f90,Nex-N2-Pro,博物馆导览讲解,3,1,1,3.0
e1fe7d795324,Nex-N2-Pro,历史场景叙事,3,1,1,3.0
3fd60c90da79,Nex-N2-Pro,沉浸式体验设计,3,1,1,3.0
c7a7481af8a2,Nex-N2-Pro,博物馆导览讲解,1238,405,34,36.411764705882355
e25cc3130a6c,Nex-N2-Pro,历史场景叙事,3,1,1,3.0
eb74f8b526e0,Nex-N2-Pro,沉浸式体验设计,3,1,1,3.0
5b5511f5827b,Nex-N2-Pro,博物馆导览讲解,3,1,1,3.0
0714eaf169f4,Nex-N2-Pro,历史场景叙事,3,1,1,3.0
beb7d06ef38b,Nex-N2-Pro,沉浸式体验设计,3,1,1,3.0
1ae133c4e08f,Nex-N2-Pro,博物馆导览讲解,3,1,1,3.0
c538b3df68c1,Nex-N2-Pro,历史场景叙事,3,1,1,3.0
fc4d86429c59,Nex-N2-Pro,沉浸式体验设计,3,1,1,3.0
e71f65372ae1,Nex-N2-Pro,博物馆导览讲解,3,1,1,3.0
adc4d3924147,Nex-N2-Pro,历史场景叙事,3,1,1,3.0
85012c335ba0,Nex-N2-Pro,沉浸式体验设计,3,1,1,3.0
c143b569ff3b,Nex-N2-Pro,博物馆导览讲解,3,1,1,3.0
86a94992b181,Nex-N2-Pro,历史场景叙事,3,1,1,3.0
c3cf0de0d9ab,Nex-N2-Pro,沉浸式体验设计,3,1,1,3.0
00a97fe0bbfe,Nex-N2-Pro,博物馆导览讲解,3,1,1,3.0
715add614442,Nex-N2-Pro,历史场景叙事,3,1,1,3.0
f0fb2a76bf0f,Nex-N2-Pro,沉浸式体验设计,3,1,1,3.0
d700dc7f88ec,MiniMax-M2.5,博物馆导览讲解,1289,396,39,33.05128205128205
2d5b917a4d33,MiniMax-M2.5,历史场景叙事,3140,887,118,26.610169491525422
79731f291854,MiniMax-M2.5,沉浸式体验设计,3600,1112,99,36.36363636363637
ee723ce56143,MiniMax-M2.5,博物馆导览讲解,1272,337,58,21.93103448275862
c0b15876462a,MiniMax-M2.5,历史场景叙事,1719,438,94,18.28723404255319
d5341924296d,MiniMax-M2.5,沉浸式体验设计,3271,889,128,25.5546875
c452de6b6343,MiniMax-M2.5,博物馆导览讲解,1539,469,54,28.5
3fa285909a9e,MiniMax-M2.5,历史场景叙事,2082,589,67,31.074626865671643
a26b94c0e9bb,MiniMax-M2.5,沉浸式体验设计,3708,1091,111,33.4054054054054
de716f648577,MiniMax-M2.5,博物馆导览讲解,1659,516,57,29.105263157894736
46d272c7f693,MiniMax-M2.5,历史场景叙事,3197,993,74,43.2027027027027
882cc8f09b97,MiniMax-M2.5,沉浸式体验设计,3283,1073,87,37.735632183908045
4656bb673766,MiniMax-M2.5,博物馆导览讲解,1449,423,48,30.1875
53b0a0176f0f,MiniMax-M2.5,历史场景叙事,2254,665,95,23.726315789473684
2e0fa95937e1,MiniMax-M2.5,沉浸式体验设计,3649,1065,96,38.010416666666664
45bd3f4f5fdb,MiniMax-M2.5,博物馆导览讲解,2425,679,97,25.0
58a055689e3a,MiniMax-M2.5,历史场景叙事,1853,484,73,25.383561643835616
1e222bc1268e,MiniMax-M2.5,沉浸式体验设计,3708,1027,131,28.30534351145038
96f38d549f15,MiniMax-M2.5,博物馆导览讲解,1252,386,36,34.77777777777778
0eab4aab3211,MiniMax-M2.5,历史场景叙事,1538,418,77,19.974025974025974
2e32ae1c900f,MiniMax-M2.5,沉浸式体验设计,3723,1138,96,38.78125
ac34c32c61ff,MiniMax-M2.5,博物馆导览讲解,1255,346,50,25.1
8dfaa2a7bb37,MiniMax-M2.5,历史场景叙事,1873,551,65,28.815384615384616
29aaabe4e49a,MiniMax-M2.5,沉浸式体验设计,3634,1068,127,28.614173228346456
e11b6407c47a,Pro-MiniMax-M2.5,博物馆导览讲解,902,288,28,32.214285714285715
1407174d22a9,Pro-MiniMax-M2.5,历史场景叙事,1665,496,59,28.220338983050848
f4a5508454fd,Pro-MiniMax-M2.5,沉浸式体验设计,3485,1046,113,30.84070796460177
7345e1409793,Pro-MiniMax-M2.5,博物馆导览讲解,2647,396,63,42.01587301587302
525b0863bfe3,Pro-MiniMax-M2.5,历史场景叙事,1819,510,60,30.316666666666666
7ff591c3d8df,Pro-MiniMax-M2.5,沉浸式体验设计,3882,1073,138,28.130434782608695
5ffcaab2d231,Pro-MiniMax-M2.5,博物馆导览讲解,2015,574,58,34.741379310344826
5d755ff1120c,Pro-MiniMax-M2.5,历史场景叙事,1347,384,47,28.659574468085108
24582ee97e65,Pro-MiniMax-M2.5,沉浸式体验设计,3744,1169,91,41.142857142857146
4ce572c5713e,Pro-MiniMax-M2.5,博物馆导览讲解,1837,534,73,25.164383561643834
044b5035584f,Pro-MiniMax-M2.5,历史场景叙事,3582,981,85,42.141176470588235
77417a66c092,Pro-MiniMax-M2.5,沉浸式体验设计,3410,1056,119,28.65546218487395
f08f56c33218,Pro-MiniMax-M2.5,博物馆导览讲解,1310,405,46,28.47826086956522
909164f2f827,Pro-MiniMax-M2.5,历史场景叙事,2239,623,99,22.616161616161616
ce943dd67596,Pro-MiniMax-M2.5,沉浸式体验设计,3695,998,148,24.966216216216218
d2738b769f4b,Pro-MiniMax-M2.5,博物馆导览讲解,1282,347,50,25.64
88024e605bfd,Pro-MiniMax-M2.5,历史场景叙事,3037,804,140,21.692857142857143
8db1680e88fd,Pro-MiniMax-M2.5,沉浸式体验设计,3681,1093,104,35.39423076923077
6ec8f0fe692a,Pro-MiniMax-M2.5,博物馆导览讲解,2334,647,92,25.369565217391305
490031bc8755,Pro-MiniMax-M2.5,历史场景叙事,1389,420,38,36.55263157894737
36fbc9bdf373,Pro-MiniMax-M2.5,沉浸式体验设计,3651,1154,103,35.44660194174757
1cece5476982,Pro-MiniMax-M2.5,博物馆导览讲解,1357,398,53,25.60377358490566
64cc40fef076,Pro-MiniMax-M2.5,历史场景叙事,2291,661,90,25.455555555555556
6326ca74611d,Pro-MiniMax-M2.5,沉浸式体验设计,3642,1074,107,34.03738317757009
55471529c7b3,LongCat-2.0,博物馆导览讲解,1934,555,68,28.441176470588236
73c9b93f0d95,LongCat-2.0,历史场景叙事,1968,558,93,21.161290322580644
85ca344c4298,LongCat-2.0,沉浸式体验设计,1433,361,56,25.589285714285715
d0360b4e641b,LongCat-2.0,博物馆导览讲解,2118,520,112,18.910714285714285
2aa7abeebc4f,LongCat-2.0,历史场景叙事,2256,515,123,18.341463414634145
a68181f3ad25,LongCat-2.0,沉浸式体验设计,2448,652,104,23.53846153846154
4431939f8d18,LongCat-2.0,博物馆导览讲解,68,17,6,11.333333333333334
c9ed9f254d27,LongCat-2.0,历史场景叙事,2162,567,75,28.826666666666668
ca1dc4560417,LongCat-2.0,沉浸式体验设计,2926,805,125,23.408
9af078668b5a,LongCat-2.0,博物馆导览讲解,2292,637,90,25.466666666666665
7db085a2c561,LongCat-2.0,历史场景叙事,1933,499,91,21.24175824175824
e75190ce3a0b,LongCat-2.0,沉浸式体验设计,2852,771,140,20.37142857142857
c934baecd05f,LongCat-2.0,博物馆导览讲解,1826,499,76,24.026315789473685
f4da1a760f1d,LongCat-2.0,历史场景叙事,1523,440,72,21.15277777777778
12a21f873cfe,LongCat-2.0,沉浸式体验设计,2726,713,121,22.52892561983471
bd226e1b4453,LongCat-2.0,博物馆导览讲解,2280,612,93,24.516129032258064
a7a74e18f3a9,LongCat-2.0,历史场景叙事,2847,703,185,15.389189189189189
3cf442ecaa92,LongCat-2.0,沉浸式体验设计,4216,624,125,33.728
94479d9de145,LongCat-2.0,博物馆导览讲解,2424,682,101,24.0
ccf40823d12b,LongCat-2.0,历史场景叙事,1765,481,73,24.17808219178082
28f1f32aa168,LongCat-2.0,沉浸式体验设计,2858,735,146,19.575342465753426
28d84d07508d,LongCat-2.0,博物馆导览讲解,1946,519,69,28.202898550724637
ffce8a1af53c,LongCat-2.0,历史场景叙事,1704,483,86,19.813953488372093
ea79b57b9101,LongCat-2.0,沉浸式体验设计,2780,776,104,26.73076923076923
404a42b5dd0d,LongCat-2.0,博物馆导览讲解,2280,657,71,32.11267605633803
3a295b656e85,LongCat-2.0,历史场景叙事,2192,596,84,26.095238095238095
410792a39406,LongCat-2.0,沉浸式体验设计,1983,582,63,31.476190476190474
3624af3c7937,LongCat-2.0,博物馆导览讲解,1611,387,81,19.88888888888889
